PLUSLCO;PLUSLCOID;;;cleanup
PLUSLCOSTATUS;PLUSLCOSTATUSID;;;cleanup
PLUSDUTYSHIFTTEAMREVIEW;PLUSDUTYSHIFTTEAMREVIEWID;;;cleanup
PLUSDUTYPLANTSTA;PLUSDUTYPLANTSTAID;;;cleanup
PLUSDUTYLATPLTST;PLUSDUTYLATPLTSTID;;;cleanup
PLUSLOCRC;PLUSLOCRCID;;;cleanup
PLUSCLSTATUS;PLUSCLSTATUSID;;;cleanup
PLUSTAGSTATUS;PLUSTAGSTATUSID;;;cleanup
PLUSCLLOG;PLUSCLLOGID;;;cleanup
PLUSSIGNONOFF;PLUSSIGNONOFFID;;;cleanup
PLUSWOCLLINK;PLUSWOCLLINKID;;;cleanup
PLUSWOTAGLINK;PLUSWOTAGLINKID;;;cleanup
PLUSCLHIER;PLUSCLHIERID;;;cleanup
PLUSLNUPGRP;PLUSLNUPGRPID;;;cleanup
PLUSLNUPSTATUS;PLUSLNUPSTATUSID;;;cleanup
PLUSLNUPCONFCOMP;PLUSLNUPCONFCOMPID;;;cleanup
PLUSLNUPCOMP;PLUSLNUPCOMPID;;;cleanup
PLUSLNUPSPEC;PLUSLNUPSPECID;;;cleanup
PLUSLCOTYPE;PLUSLCOTYPEID;;;cleanup
PLUSLCOACTION;PLUSLCOACTIONID;;;cleanup
PLUSWOCOMPCODE;PLUSWOCOMPCODEID;;;cleanup
PLUSEVENT;PLUSEVENTID;;;cleanup
PLUSASSETPOS;PLUSASSETPOSID;;;cleanup
PLUSLOCPOS;PLUSLOCPOSID;;;cleanup
PLUSDUTYSPEC;PLUSDUTYSPECID;;;cleanup
PLUSCCDATTRIB;PLUSCCDATTRIBID;;;cleanup
PLUSREADFREQ;PLUSREADFREQID;;;cleanup
PLUSREADFRQACTDAY;PLUSREADFRQACTDAYID;;;cleanup
PLUSREADFRQACTTIM;PLUSREADFRQACTTIMID;;;cleanup
PLUSPERMINSPTSK;PLUSPERMINSPTSKID;;;cleanup
PLUSPERMINSPRSLT;PLUSPERMINSPRSLTID;;;cleanup
PLUSPERMRELCNTRL;PLUSPERMRELCNTRLID;;;cleanup
PLUSCATS;PLUSCATSID;;;cleanup
PLUSCLEARANCE;PLUSCLEARANCEID;;;cleanup
PLUSCJPDATASHEET;PLUSCJPDATASHEETID;;;cleanup
PLUSCPMEXTDATE;PLUSCPMEXTDATEID;;;cleanup
L_PLUSCCDDOMAIN;L_PLUSCCDDOMAINID;;;cleanup
PLUSASSETFLDHIST;PLUSASSETFLDHISTID;;;cleanup
PLUSIPPERMIT;PLUSIPPERMITID;;;cleanup
PLUSLOCCCMEVT;PLUSLOCCCMEVTID;;;cleanup
PLUSCWODSPOINT;PLUSCWODSPOINTID;;;cleanup
PLUSLCOASSETLOCCI;PLUSLCOASSETLOCCIID;;;cleanup
PLUSLCORETESTWO;PLUSLCORETESTWOID;;;cleanup
