objectname;uid_list;comparing_field;where_clause;cleanup
GROUPUSER;GROUPUSERID;;;
MAXUSERSTATUS;MAXUSERSTATUSID;;;
NAMEDUSERS;NAMEDUSERSID;;;
GRPREASSIGNAUTH;GRPREASSIGNAUTHID;;;
LOGINBLOCK;LOGINBLOCKID;;;
MAXUSER;MAXUSERID;;;
LIMITTOLERANCE;LIMITTOLERANCEID;;;
LOCAUTH;LOCAUTHID;;;
REPFACAUTH;REPFACAUTHID;;;
ANALYTICAUTH;ANALYTICAUTHID;;;
AUTHROLE;AUTHROLEID;;;
AUTHROLEUSER;AUTHROLEUSERID;;;
COLLECTIONAUTH;COLLECTIONAUTHID;;;
CONTRACTAUTH;CONTRACTAUTHID;;;
LABORAUTH;LABORAUTHID;;;
